student_id,course_id,course_name,description,semester
100110,9018,Artificial Intelligence (AI),Basics of Programming,2
100110,9031,ML-Data Science and Analytics,Basics of Programming,3
100110,9035,Algorithms,Basics of Programming,1
100110,9048,IoT - Software Integration,Basics of Programming,2
100110,9061,IoT Sensors and Devices,Basics of Programming,3
100110,9078,Mining Massive Datasets,Basics of Programming,1
100110,9091,Deep Learning Essentials,Basics of Programming,2
100110,9104,UML Class Diagrams,Basics of Programming,3
100112,9033,Machine Learning,Basics of Programming,1
100112,9094,Automated Software Testing,Basics of Programming,1
100112,9108,Embedded Systems Essentials,Basics of Programming,1
100113,9006,Introduction to Linux,Basics of Programming,1
100113,9019,Programming Basics,Basics of Programming,2
100113,9032,Intro to Cloud Infrastructure,Basics of Programming,3
100113,9036,Python- Control Structures,Basics of Programming,1
100113,9049,AI Chatbots Programming,Basics of Programming,2
100113,9062,Exploring GraphQL,Basics of Programming,3
100113,9079,Implementation of DS,Basics of Programming,1
100113,9092,Migrating to the AWS Cloud,Basics of Programming,2
100113,9105,Data Science and Simulations,Basics of Programming,3
100114,9007,Procedural Programming,Basics of Programming,1
100114,9020,HTML Coding,Basics of Programming,2
100114,9033,Machine Learning,Basics of Programming,3
100114,9037,Embedded Microcontrollers,Basics of Programming,1
100114,9050,Computing in Python IV ,Basics of Programming,2
100114,9063,Blockchain Basics,Basics of Programming,3
100114,9080,Big Data Fundamentals,Basics of Programming,1
100114,9093,IoT Networks and Protocols,Basics of Programming,2
100114,9106,Programming for Data Science,Basics of Programming,3
100115,9008,Basics of Programming,Basics of Programming,1
100115,9021,Algorithms: Design Analysis 1,Basics of Programming,2
100115,9034,Fundamentals - Red Hat,Basics of Programming,3
100115,9038,How to Code  Simple Data,Basics of Programming,1
100115,9051,Software Engineering ,Basics of Programming,2
100115,9064,Computer Vision Fundamentals,Basics of Programming,3
100115,9081,C Programming  Pointers,Basics of Programming,1
100115,9094,Automated Software Testing,Basics of Programming,2
100115,9107,Building a Cybersecurity Toolkit,Basics of Programming,3
100116,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100116,9022,CSS Basics,Basics of Programming,2
100116,9035,Algorithms,Basics of Programming,3
100116,9039,Cybersecurity in the IoT,Basics of Programming,1
100116,9052,Computer Hardware and OS,Basics of Programming,2
100116,9065,Intro to Cloud Computing,Basics of Programming,3
100116,9082,IoT Programming and Big Data,Basics of Programming,1
100116,9095,Databases Topics in SQL,Basics of Programming,2
100116,9108,Embedded Systems Essentials,Basics of Programming,3
100117,9010,Computer Science 101,Basics of Programming,1
100117,9023,Unlocking Info Security 1,Basics of Programming,2
100117,9036,Python- Control Structures,Basics of Programming,3
100117,9040,Build your very first iOS app,Basics of Programming,1
100117,9053,HTML5 Apps and Games,Basics of Programming,2
100117,9066,Intro to DevOps and SRE,Basics of Programming,3
100117,9083,AWS - Cloud Security,Basics of Programming,1
100117,9096,C Programming Using Linux,Basics of Programming,2
100117,9109,Enabling Tech for Data Science,Basics of Programming,3
100118,9034,Fundamentals - Red Hat,Basics of Programming,1
100118,9095,Databases Topics in SQL,Basics of Programming,1
100118,9109,Enabling Tech for Data Science,Basics of Programming,1
100119,9010,Computer Science 101,Basics of Programming,1
100119,9024,Introduction to Cybersecurity,Basics of Programming,1
100119,9028,Introduction to Networking,Basics of Programming,2
100119,9075,Algorithmic Design Techniques,Basics of Programming,1
100119,9083,AWS - Cloud Security,Basics of Programming,2
100119,9088,AI Applications with Watson,Basics of Programming,2
100120,9011,AI for Everyone: Basics,Basics of Programming,1
100120,9025,Python Data Structures,Basics of Programming,1
100120,9029,Intro to coding in Java,Basics of Programming,2
100120,9076,Algorithm Design and Analysis,Basics of Programming,1
100120,9084,Agile Software Development,Basics of Programming,2
100120,9089,Building Containerized Apps,Basics of Programming,2
100121,9012,Machine Learning with Python,Basics of Programming,1
100121,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100121,9030,Data Science and Analytics,Basics of Programming,2
100121,9077,Human-Computer Interaction I,Basics of Programming,1
100121,9085,Intro to Database Queries,Basics of Programming,2
100121,9090,Open Source Networking,Basics of Programming,2
100123,9013,JavaScript Introduction,Basics of Programming,1
100123,9027,C Programming: Basics,Basics of Programming,1
100123,9031,ML-Data Science and Analytics,Basics of Programming,2
100123,9078,Mining Massive Datasets,Basics of Programming,1
100123,9086,IoT System Architecture ,Basics of Programming,2
100123,9091,Deep Learning Essentials,Basics of Programming,2
100124,9035,Algorithms,Basics of Programming,1
100124,9096,C Programming Using Linux,Basics of Programming,1
100124,9110,Introduction to Cloud Foundry,Basics of Programming,1
100125,9011,AI for Everyone: Basics,Basics of Programming,1
100125,9024,Introduction to Cybersecurity,Basics of Programming,2
100125,9037,Embedded Microcontrollers,Basics of Programming,3
100125,9041,Object-Oriented Programming,Basics of Programming,1
100125,9054,MATLAB for Beginners,Basics of Programming,2
100125,9067,Network and Security,Basics of Programming,3
100125,9084,Agile Software Development,Basics of Programming,1
100125,9097,Cybersecurity  The CISO's View,Basics of Programming,2
100125,9110,Introduction to Cloud Foundry,Basics of Programming,3
100127,9029,Intro to coding in Java,Basics of Programming,1
100127,9036,Python- Control Structures,Basics of Programming,1
100127,9111,Cloud Computing Enterprise,Basics of Programming,1
100128,9014,Relational Databases,Basics of Programming,1
100128,9028,Introduction to Networking,Basics of Programming,1
100128,9032,Intro to Cloud Infrastructure,Basics of Programming,2
100128,9079,Implementation of DS,Basics of Programming,1
100128,9087,Big Data Analytics,Basics of Programming,2
100128,9092,Migrating to the AWS Cloud,Basics of Programming,2
100129,9030,Data Science and Analytics,Basics of Programming,1
100129,9037,Embedded Microcontrollers,Basics of Programming,1
100129,9112,How to Code  Complex Data,Basics of Programming,1
100130,9012,Machine Learning with Python,Basics of Programming,1
100130,9025,Python Data Structures,Basics of Programming,2
100130,9038,How to Code  Simple Data,Basics of Programming,3
100130,9042,Introduction to Jenkins,Basics of Programming,1
100130,9055,Linux Basics  The CLI,Basics of Programming,2
100130,9068,Data Structures Fundamentals,Basics of Programming,3
100130,9085,Intro to Database Queries,Basics of Programming,1
100130,9098,Fundamentals of Java EE ,Basics of Programming,2
100130,9111,Cloud Computing Enterprise,Basics of Programming,3
100131,9013,JavaScript Introduction,Basics of Programming,1
100131,9026,Intro to Internet of Things (IoT),Basics of Programming,2
100131,9039,Cybersecurity in the IoT,Basics of Programming,3
100131,9043,Computer Graphics,Basics of Programming,1
100131,9056,Marketing Analytics and Sales,Basics of Programming,2
100131,9069,Unlocking Info Security  Part II,Basics of Programming,3
100131,9086,IoT System Architecture ,Basics of Programming,1
100131,9099,Embedded Systems ,Basics of Programming,2
100131,9112,How to Code  Complex Data,Basics of Programming,3
100134,9031,ML-Data Science and Analytics,Basics of Programming,1
100134,9038,How to Code  Simple Data,Basics of Programming,1
100134,9113,Cybersecurity Career Path,Basics of Programming,1
100135,9015,C Programming,Basics of Programming,1
100135,9029,Intro to coding in Java,Basics of Programming,1
100135,9033,Machine Learning,Basics of Programming,2
100135,9080,Big Data Fundamentals,Basics of Programming,1
100135,9088,AI Applications with Watson,Basics of Programming,2
100135,9093,IoT Networks and Protocols,Basics of Programming,2
100136,9016,Programming with JavaScript,Basics of Programming,1
100136,9030,Data Science and Analytics,Basics of Programming,1
100136,9034,Fundamentals - Red Hat,Basics of Programming,2
100136,9081,C Programming  Pointers,Basics of Programming,1
100136,9089,Building Containerized Apps,Basics of Programming,2
100136,9094,Automated Software Testing,Basics of Programming,2
100137,9014,Relational Databases,Basics of Programming,1
100137,9027,C Programming: Basics,Basics of Programming,2
100137,9040,Build your very first iOS app,Basics of Programming,3
100137,9044,Data Science  with Python,Basics of Programming,1
100137,9057,Intro to Java Part 1,Basics of Programming,2
100137,9070,Animation and CGI Motion,Basics of Programming,3
100137,9087,Big Data Analytics,Basics of Programming,1
100137,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,2
100137,9113,Cybersecurity Career Path,Basics of Programming,3
100138,9015,C Programming,Basics of Programming,1
100138,9028,Introduction to Networking,Basics of Programming,2
100138,9041,Object-Oriented Programming,Basics of Programming,3
100138,9045,Computing in Python III  ,Basics of Programming,1
100138,9058,Video game development,Basics of Programming,2
100138,9071,IT Foundations,Basics of Programming,3
100138,9088,AI Applications with Watson,Basics of Programming,1
100138,9101,Amazon SageMaker ,Basics of Programming,2
100138,9114,Databases Modeling,Basics of Programming,3
100140,9016,Programming with JavaScript,Basics of Programming,1
100140,9029,Intro to coding in Java,Basics of Programming,2
100140,9042,Introduction to Jenkins,Basics of Programming,3
100140,9046,Software  Fundamentals,Basics of Programming,1
100140,9059,DS and Software Design,Basics of Programming,2
100140,9072,Algorithms  Design Part 2,Basics of Programming,3
100140,9089,Building Containerized Apps,Basics of Programming,1
100140,9102,Algorithmics with Python,Basics of Programming,2
100140,9115,Object-Oriented Design,Basics of Programming,3
100141,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100141,9039,Cybersecurity in the IoT,Basics of Programming,1
100141,9114,Databases Modeling,Basics of Programming,1
100142,9017,Computer Science for Business,Basics of Programming,1
100142,9030,Data Science and Analytics,Basics of Programming,2
100142,9043,Computer Graphics,Basics of Programming,3
100142,9047,Foundations of Data Structures,Basics of Programming,1
100142,9060,Cybersecurity Infrastructure,Basics of Programming,2
100142,9073,Automata Theory,Basics of Programming,3
100142,9090,Open Source Networking,Basics of Programming,1
100142,9103,Intro to Java Programming 2,Basics of Programming,2
100142,9116,Scripting and Programming,Basics of Programming,3
100144,9017,Computer Science for Business,Basics of Programming,1
100144,9031,ML-Data Science and Analytics,Basics of Programming,1
100144,9035,Algorithms,Basics of Programming,2
100144,9082,IoT Programming and Big Data,Basics of Programming,1
100144,9090,Open Source Networking,Basics of Programming,2
100144,9095,Databases Topics in SQL,Basics of Programming,2
100145,9001,Programming for Everybody,Basics of Programming,3
100145,9018,Artificial Intelligence (AI),Basics of Programming,1
100145,9031,ML-Data Science and Analytics,Basics of Programming,2
100145,9044,Data Science  with Python,Basics of Programming,3
100145,9048,IoT - Software Integration,Basics of Programming,1
100145,9061,IoT Sensors and Devices,Basics of Programming,2
100145,9074,C Programming ,Basics of Programming,3
100145,9091,Deep Learning Essentials,Basics of Programming,1
100145,9104,UML Class Diagrams,Basics of Programming,2
100146,9018,Artificial Intelligence (AI),Basics of Programming,1
100146,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100146,9036,Python- Control Structures,Basics of Programming,2
100146,9083,AWS - Cloud Security,Basics of Programming,1
100146,9091,Deep Learning Essentials,Basics of Programming,2
100146,9096,C Programming Using Linux,Basics of Programming,2
100148,9019,Programming Basics,Basics of Programming,1
100148,9033,Machine Learning,Basics of Programming,1
100148,9037,Embedded Microcontrollers,Basics of Programming,2
100148,9084,Agile Software Development,Basics of Programming,1
100148,9092,Migrating to the AWS Cloud,Basics of Programming,2
100148,9097,Cybersecurity  The CISO's View,Basics of Programming,2
100150,9002,Intro to Computer Science,Basics of Programming,3
100150,9019,Programming Basics,Basics of Programming,1
100150,9032,Intro to Cloud Infrastructure,Basics of Programming,2
100150,9045,Computing in Python III  ,Basics of Programming,3
100150,9049,AI Chatbots Programming,Basics of Programming,1
100150,9062,Exploring GraphQL,Basics of Programming,2
100150,9075,Algorithmic Design Techniques,Basics of Programming,3
100150,9092,Migrating to the AWS Cloud,Basics of Programming,1
100150,9105,Data Science and Simulations,Basics of Programming,2
100151,9020,HTML Coding,Basics of Programming,1
100151,9034,Fundamentals - Red Hat,Basics of Programming,1
100151,9038,How to Code  Simple Data,Basics of Programming,2
100151,9085,Intro to Database Queries,Basics of Programming,1
100151,9093,IoT Networks and Protocols,Basics of Programming,2
100151,9098,Fundamentals of Java EE ,Basics of Programming,2
100153,9003,Intro to AI with Python,Basics of Programming,3
100153,9020,HTML Coding,Basics of Programming,1
100153,9033,Machine Learning,Basics of Programming,2
100153,9046,Software  Fundamentals,Basics of Programming,3
100153,9050,Computing in Python IV ,Basics of Programming,1
100153,9063,Blockchain Basics,Basics of Programming,2
100153,9076,Algorithm Design and Analysis,Basics of Programming,3
100153,9093,IoT Networks and Protocols,Basics of Programming,1
100153,9106,Programming for Data Science,Basics of Programming,2
100154,9021,Algorithms: Design Analysis 1,Basics of Programming,1
100154,9035,Algorithms,Basics of Programming,1
100154,9039,Cybersecurity in the IoT,Basics of Programming,2
100154,9086,IoT System Architecture ,Basics of Programming,1
100154,9094,Automated Software Testing,Basics of Programming,2
100154,9099,Embedded Systems ,Basics of Programming,2
100156,9004,Web Programming with Python,Basics of Programming,3
100156,9021,Algorithms: Design Analysis 1,Basics of Programming,1
100156,9034,Fundamentals - Red Hat,Basics of Programming,2
100156,9047,Foundations of Data Structures,Basics of Programming,3
100156,9051,Software Engineering ,Basics of Programming,1
100156,9064,Computer Vision Fundamentals,Basics of Programming,2
100156,9077,Human-Computer Interaction I,Basics of Programming,3
100156,9094,Automated Software Testing,Basics of Programming,1
100156,9107,Building a Cybersecurity Toolkit,Basics of Programming,2
100157,9005,Using Python for Research,Basics of Programming,3
100157,9022,CSS Basics,Basics of Programming,1
100157,9035,Algorithms,Basics of Programming,2
100157,9048,IoT - Software Integration,Basics of Programming,3
100157,9052,Computer Hardware and OS,Basics of Programming,1
100157,9065,Intro to Cloud Computing,Basics of Programming,2
100157,9078,Mining Massive Datasets,Basics of Programming,3
100157,9095,Databases Topics in SQL,Basics of Programming,1
100157,9108,Embedded Systems Essentials,Basics of Programming,2
100159,9022,CSS Basics,Basics of Programming,1
100159,9036,Python- Control Structures,Basics of Programming,1
100159,9040,Build your very first iOS app,Basics of Programming,2
100159,9087,Big Data Analytics,Basics of Programming,1
100159,9095,Databases Topics in SQL,Basics of Programming,2
100159,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,2
100161,9023,Unlocking Info Security 1,Basics of Programming,1
100161,9037,Embedded Microcontrollers,Basics of Programming,1
100161,9041,Object-Oriented Programming,Basics of Programming,2
100161,9088,AI Applications with Watson,Basics of Programming,1
100161,9096,C Programming Using Linux,Basics of Programming,2
100161,9101,Amazon SageMaker ,Basics of Programming,2
100162,9033,Machine Learning,Basics of Programming,1
100162,9040,Build your very first iOS app,Basics of Programming,1
100162,9115,Object-Oriented Design,Basics of Programming,1
100163,9006,Introduction to Linux,Basics of Programming,3
100163,9023,Unlocking Info Security 1,Basics of Programming,1
100163,9036,Python- Control Structures,Basics of Programming,2
100163,9049,AI Chatbots Programming,Basics of Programming,3
100163,9053,HTML5 Apps and Games,Basics of Programming,1
100163,9066,Intro to DevOps and SRE,Basics of Programming,2
100163,9079,Implementation of DS,Basics of Programming,3
100163,9096,C Programming Using Linux,Basics of Programming,1
100163,9109,Enabling Tech for Data Science,Basics of Programming,2
100165,9024,Introduction to Cybersecurity,Basics of Programming,1
100165,9038,How to Code  Simple Data,Basics of Programming,1
100165,9042,Introduction to Jenkins,Basics of Programming,2
100165,9089,Building Containerized Apps,Basics of Programming,1
100165,9097,Cybersecurity  The CISO's View,Basics of Programming,2
100165,9102,Algorithmics with Python,Basics of Programming,2
100166,9025,Python Data Structures,Basics of Programming,1
100166,9039,Cybersecurity in the IoT,Basics of Programming,1
100166,9043,Computer Graphics,Basics of Programming,2
100166,9090,Open Source Networking,Basics of Programming,1
100166,9098,Fundamentals of Java EE ,Basics of Programming,2
100166,9103,Intro to Java Programming 2,Basics of Programming,2
100167,9007,Procedural Programming,Basics of Programming,3
100167,9024,Introduction to Cybersecurity,Basics of Programming,1
100167,9037,Embedded Microcontrollers,Basics of Programming,2
100167,9050,Computing in Python IV ,Basics of Programming,3
100167,9054,MATLAB for Beginners,Basics of Programming,1
100167,9067,Network and Security,Basics of Programming,2
100167,9080,Big Data Fundamentals,Basics of Programming,3
100167,9097,Cybersecurity  The CISO's View,Basics of Programming,1
100167,9110,Introduction to Cloud Foundry,Basics of Programming,2
100168,9034,Fundamentals - Red Hat,Basics of Programming,1
100168,9041,Object-Oriented Programming,Basics of Programming,1
100168,9116,Scripting and Programming,Basics of Programming,1
100169,9008,Basics of Programming,Basics of Programming,3
100169,9025,Python Data Structures,Basics of Programming,1
100169,9038,How to Code  Simple Data,Basics of Programming,2
100169,9051,Software Engineering ,Basics of Programming,3
100169,9055,Linux Basics  The CLI,Basics of Programming,1
100169,9068,Data Structures Fundamentals,Basics of Programming,2
100169,9081,C Programming  Pointers,Basics of Programming,3
100169,9098,Fundamentals of Java EE ,Basics of Programming,1
100169,9111,Cloud Computing Enterprise,Basics of Programming,2
100170,9025,Python Data Structures,Basics of Programming,1
100170,9035,Algorithms,Basics of Programming,1
100170,9042,Introduction to Jenkins,Basics of Programming,1
100172,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100172,9040,Build your very first iOS app,Basics of Programming,1
100172,9044,Data Science  with Python,Basics of Programming,2
100172,9091,Deep Learning Essentials,Basics of Programming,1
100172,9099,Embedded Systems ,Basics of Programming,2
100172,9104,UML Class Diagrams,Basics of Programming,2
100175,9001,Programming for Everybody,Basics of Programming,1
100175,9041,Object-Oriented Programming,Basics of Programming,1
100175,9045,Computing in Python III  ,Basics of Programming,2
100175,9092,Migrating to the AWS Cloud,Basics of Programming,1
100175,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,2
100175,9105,Data Science and Simulations,Basics of Programming,2
100176,9002,Intro to Computer Science,Basics of Programming,1
100176,9042,Introduction to Jenkins,Basics of Programming,1
100176,9046,Software  Fundamentals,Basics of Programming,2
100176,9093,IoT Networks and Protocols,Basics of Programming,1
100176,9101,Amazon SageMaker ,Basics of Programming,2
100176,9106,Programming for Data Science,Basics of Programming,2
100177,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100177,9036,Python- Control Structures,Basics of Programming,1
100177,9043,Computer Graphics,Basics of Programming,1
100178,9027,C Programming: Basics,Basics of Programming,1
100178,9037,Embedded Microcontrollers,Basics of Programming,1
100178,9044,Data Science  with Python,Basics of Programming,1
100179,9009,HTML5 and CSS Fundamentals,Basics of Programming,3
100179,9026,Intro to Internet of Things (IoT),Basics of Programming,1
100179,9039,Cybersecurity in the IoT,Basics of Programming,2
100179,9052,Computer Hardware and OS,Basics of Programming,3
100179,9056,Marketing Analytics and Sales,Basics of Programming,1
100179,9069,Unlocking Info Security  Part II,Basics of Programming,2
100179,9082,IoT Programming and Big Data,Basics of Programming,3
100179,9099,Embedded Systems ,Basics of Programming,1
100179,9112,How to Code  Complex Data,Basics of Programming,2
100180,9028,Introduction to Networking,Basics of Programming,1
100180,9038,How to Code  Simple Data,Basics of Programming,1
100180,9045,Computing in Python III  ,Basics of Programming,1
100181,9029,Intro to coding in Java,Basics of Programming,1
100181,9046,Software  Fundamentals,Basics of Programming,1
100181,9054,MATLAB for Beginners,Basics of Programming,1
100182,9030,Data Science and Analytics,Basics of Programming,1
100182,9047,Foundations of Data Structures,Basics of Programming,1
100182,9055,Linux Basics  The CLI,Basics of Programming,1
100183,9010,Computer Science 101,Basics of Programming,3
100183,9027,C Programming: Basics,Basics of Programming,1
100183,9040,Build your very first iOS app,Basics of Programming,2
100183,9053,HTML5 Apps and Games,Basics of Programming,3
100183,9057,Intro to Java Part 1,Basics of Programming,1
100183,9070,Animation and CGI Motion,Basics of Programming,2
100183,9083,AWS - Cloud Security,Basics of Programming,3
100183,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,1
100183,9113,Cybersecurity Career Path,Basics of Programming,2
100184,9011,AI for Everyone: Basics,Basics of Programming,3
100184,9028,Introduction to Networking,Basics of Programming,1
100184,9041,Object-Oriented Programming,Basics of Programming,2
100184,9054,MATLAB for Beginners,Basics of Programming,3
100184,9058,Video game development,Basics of Programming,1
100184,9071,IT Foundations,Basics of Programming,2
100184,9084,Agile Software Development,Basics of Programming,3
100184,9101,Amazon SageMaker ,Basics of Programming,1
100184,9114,Databases Modeling,Basics of Programming,2
100185,9031,ML-Data Science and Analytics,Basics of Programming,1
100185,9048,IoT - Software Integration,Basics of Programming,1
100185,9056,Marketing Analytics and Sales,Basics of Programming,1
100186,9012,Machine Learning with Python,Basics of Programming,3
100186,9029,Intro to coding in Java,Basics of Programming,1
100186,9042,Introduction to Jenkins,Basics of Programming,2
100186,9055,Linux Basics  The CLI,Basics of Programming,3
100186,9059,DS and Software Design,Basics of Programming,1
100186,9072,Algorithms  Design Part 2,Basics of Programming,2
100186,9085,Intro to Database Queries,Basics of Programming,3
100186,9102,Algorithmics with Python,Basics of Programming,1
100186,9115,Object-Oriented Design,Basics of Programming,2
100187,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100187,9049,AI Chatbots Programming,Basics of Programming,1
100187,9057,Intro to Java Part 1,Basics of Programming,1
100188,9033,Machine Learning,Basics of Programming,1
100188,9050,Computing in Python IV ,Basics of Programming,1
100188,9058,Video game development,Basics of Programming,1
100189,9034,Fundamentals - Red Hat,Basics of Programming,1
100189,9051,Software Engineering ,Basics of Programming,1
100189,9059,DS and Software Design,Basics of Programming,1
100190,9035,Algorithms,Basics of Programming,1
100190,9052,Computer Hardware and OS,Basics of Programming,1
100190,9060,Cybersecurity Infrastructure,Basics of Programming,1
100191,9013,JavaScript Introduction,Basics of Programming,3
100191,9030,Data Science and Analytics,Basics of Programming,1
100191,9043,Computer Graphics,Basics of Programming,2
100191,9056,Marketing Analytics and Sales,Basics of Programming,3
100191,9060,Cybersecurity Infrastructure,Basics of Programming,1
100191,9073,Automata Theory,Basics of Programming,2
100191,9086,IoT System Architecture ,Basics of Programming,3
100191,9103,Intro to Java Programming 2,Basics of Programming,1
100191,9116,Scripting and Programming,Basics of Programming,2
100192,9003,Intro to AI with Python,Basics of Programming,1
100192,9043,Computer Graphics,Basics of Programming,1
100192,9047,Foundations of Data Structures,Basics of Programming,2
100192,9094,Automated Software Testing,Basics of Programming,1
100192,9102,Algorithmics with Python,Basics of Programming,2
100192,9107,Building a Cybersecurity Toolkit,Basics of Programming,2
100193,9036,Python- Control Structures,Basics of Programming,1
100193,9053,HTML5 Apps and Games,Basics of Programming,1
100193,9061,IoT Sensors and Devices,Basics of Programming,1
100194,9037,Embedded Microcontrollers,Basics of Programming,1
100194,9054,MATLAB for Beginners,Basics of Programming,1
100194,9062,Exploring GraphQL,Basics of Programming,1
100195,9004,Web Programming with Python,Basics of Programming,1
100195,9044,Data Science  with Python,Basics of Programming,1
100195,9048,IoT - Software Integration,Basics of Programming,2
100195,9095,Databases Topics in SQL,Basics of Programming,1
100195,9103,Intro to Java Programming 2,Basics of Programming,2
100195,9108,Embedded Systems Essentials,Basics of Programming,2
100197,9001,Programming for Everybody,Basics of Programming,2
100197,9014,Relational Databases,Basics of Programming,3
100197,9031,ML-Data Science and Analytics,Basics of Programming,1
100197,9044,Data Science  with Python,Basics of Programming,2
100197,9057,Intro to Java Part 1,Basics of Programming,3
100197,9061,IoT Sensors and Devices,Basics of Programming,1
100197,9074,C Programming ,Basics of Programming,2
100197,9087,Big Data Analytics,Basics of Programming,3
100197,9104,UML Class Diagrams,Basics of Programming,1
100198,9038,How to Code  Simple Data,Basics of Programming,1
100198,9055,Linux Basics  The CLI,Basics of Programming,1
100198,9063,Blockchain Basics,Basics of Programming,1
100199,9039,Cybersecurity in the IoT,Basics of Programming,1
100199,9056,Marketing Analytics and Sales,Basics of Programming,1
100199,9064,Computer Vision Fundamentals,Basics of Programming,1
100201,9005,Using Python for Research,Basics of Programming,1
100201,9045,Computing in Python III  ,Basics of Programming,1
100201,9049,AI Chatbots Programming,Basics of Programming,2
100201,9096,C Programming Using Linux,Basics of Programming,1
100201,9104,UML Class Diagrams,Basics of Programming,2
100201,9109,Enabling Tech for Data Science,Basics of Programming,2
100202,9040,Build your very first iOS app,Basics of Programming,1
100202,9057,Intro to Java Part 1,Basics of Programming,1
100202,9065,Intro to Cloud Computing,Basics of Programming,1
100204,9002,Intro to Computer Science,Basics of Programming,2
100204,9015,C Programming,Basics of Programming,3
100204,9032,Intro to Cloud Infrastructure,Basics of Programming,1
100204,9045,Computing in Python III  ,Basics of Programming,2
100204,9058,Video game development,Basics of Programming,3
100204,9062,Exploring GraphQL,Basics of Programming,1
100204,9075,Algorithmic Design Techniques,Basics of Programming,2
100204,9088,AI Applications with Watson,Basics of Programming,3
100204,9105,Data Science and Simulations,Basics of Programming,1
100205,9006,Introduction to Linux,Basics of Programming,1
100205,9046,Software  Fundamentals,Basics of Programming,1
100205,9050,Computing in Python IV ,Basics of Programming,2
100205,9097,Cybersecurity  The CISO's View,Basics of Programming,1
100205,9105,Data Science and Simulations,Basics of Programming,2
100205,9110,Introduction to Cloud Foundry,Basics of Programming,2
100207,9007,Procedural Programming,Basics of Programming,1
100207,9047,Foundations of Data Structures,Basics of Programming,1
100207,9051,Software Engineering ,Basics of Programming,2
100207,9098,Fundamentals of Java EE ,Basics of Programming,1
100207,9106,Programming for Data Science,Basics of Programming,2
100207,9111,Cloud Computing Enterprise,Basics of Programming,2
100208,9041,Object-Oriented Programming,Basics of Programming,1
100208,9066,Intro to DevOps and SRE,Basics of Programming,1
100208,9076,Algorithm Design and Analysis,Basics of Programming,1
100212,9042,Introduction to Jenkins,Basics of Programming,1
100212,9067,Network and Security,Basics of Programming,1
100212,9077,Human-Computer Interaction I,Basics of Programming,1
100213,9008,Basics of Programming,Basics of Programming,1
100213,9048,IoT - Software Integration,Basics of Programming,1
100213,9052,Computer Hardware and OS,Basics of Programming,2
100213,9099,Embedded Systems ,Basics of Programming,1
100213,9107,Building a Cybersecurity Toolkit,Basics of Programming,2
100213,9112,How to Code  Complex Data,Basics of Programming,2
100214,9043,Computer Graphics,Basics of Programming,1
100214,9068,Data Structures Fundamentals,Basics of Programming,1
100214,9078,Mining Massive Datasets,Basics of Programming,1
100215,9003,Intro to AI with Python,Basics of Programming,2
100215,9016,Programming with JavaScript,Basics of Programming,3
100215,9033,Machine Learning,Basics of Programming,1
100215,9046,Software  Fundamentals,Basics of Programming,2
100215,9059,DS and Software Design,Basics of Programming,3
100215,9063,Blockchain Basics,Basics of Programming,1
100215,9076,Algorithm Design and Analysis,Basics of Programming,2
100215,9089,Building Containerized Apps,Basics of Programming,3
100215,9106,Programming for Data Science,Basics of Programming,1
100216,9009,HTML5 and CSS Fundamentals,Basics of Programming,1
100216,9049,AI Chatbots Programming,Basics of Programming,1
100216,9053,HTML5 Apps and Games,Basics of Programming,2
100216,9100,"HTML5, CSS3, and JavaScript",Basics of Programming,1
100216,9108,Embedded Systems Essentials,Basics of Programming,2
100216,9113,Cybersecurity Career Path,Basics of Programming,2
100219,9044,Data Science  with Python,Basics of Programming,1
100219,9069,Unlocking Info Security  Part II,Basics of Programming,1
100219,9079,Implementation of DS,Basics of Programming,1
100220,9045,Computing in Python III  ,Basics of Programming,1
100220,9070,Animation and CGI Motion,Basics of Programming,1
100220,9080,Big Data Fundamentals,Basics of Programming,1
100221,9046,Software  Fundamentals,Basics of Programming,1
100221,9071,IT Foundations,Basics of Programming,1
100221,9081,C Programming  Pointers,Basics of Programming,1
100224,9010,Computer Science 101,Basics of Programming,1
100224,9050,Computing in Python IV ,Basics of Programming,1
100224,9054,MATLAB for Beginners,Basics of Programming,2
100224,9101,Amazon SageMaker ,Basics of Programming,1
100224,9109,Enabling Tech for Data Science,Basics of Programming,2
100224,9114,Databases Modeling,Basics of Programming,2
100225,9004,Web Programming with Python,Basics of Programming,2
100225,9017,Computer Science for Business,Basics of Programming,3
100225,9034,Fundamentals - Red Hat,Basics of Programming,1
100225,9047,Foundations of Data Structures,Basics of Programming,2
100225,9060,Cybersecurity Infrastructure,Basics of Programming,3
100225,9064,Computer Vision Fundamentals,Basics of Programming,1
100225,9077,Human-Computer Interaction I,Basics of Programming,2
100225,9090,Open Source Networking,Basics of Programming,3
100225,9107,Building a Cybersecurity Toolkit,Basics of Programming,1
100227,9005,Using Python for Research,Basics of Programming,2
